Disciplina,Hierarquia,Nivel,Indice,Quantidade,Quantidade_Caderno
Direito Administrativo,10.08.19.01,4,"Do Provimento, Vacância, Remoção, Redistribuição e Substituição (arts. 7º a 46 da Lei nº 6.107/1994)",2,2
Direito Administrativo,10.08.19.02,4,Dos Direitos e Vantagens (arts. 47 a 208 da Lei nº 6.107/1994),2,2
Direito Administrativo,10.08.19.03,4,Do Processo Administrativo Disciplinar (arts. 234 a 273 da Lei nº 6.107/1994),1,1
Direito Administrativo,10.08.20,3,Lei nº 6.123/1968 - Estatuto dos Servidores de PE,34,34
Direito Administrativo,10.08.20.01,4,Disposições Preliminares (arts. 1º a 9º da Lei nº 6.123/1968),5,5
Direito Administrativo,10.08.20.02,4,Do Provimento (arts. 10 a 80 da Lei nº 6.123/1968),15,15
Direito Administrativo,10.08.20.03,4,Da Vacância (arts. 81 a 84 da Lei nº 6.123/1968),1,1
Direito Administrativo,10.08.20.04,4,Dos Direitos e Vantagens (arts. 85 a 189 da Lei nº 6.123/1968),4,4
Direito Administrativo,10.08.20.05,4,Do Regime Disciplinar (arts. 190 a 213 da Lei nº 6.123/1968),9,9
Direito Administrativo,10.08.21,3,Lei nº 6.174/1970 - Estatuto dos Servidores do PR,4,4
Direito Administrativo,10.08.21.01,4,Do Provimento dos Cargos (arts. 18 a 122 da Lei nº 6.174/1970),1,1
Direito Administrativo,10.08.21.02,4,"Dos Direitos, Vantagens e Concessões (arts. 128 a 254 da Lei nº 6.174/1970)",2,2
Direito Administrativo,10.08.21.03,4,Do Processo Administrativo e sua Revisão (arts. 306 a 341 da Lei nº 6.174/1970),1,1
Direito Administrativo,10.08.22,3,Lei nº 6.677/1994 - Estatuto dos Servidores da BA,44,44
Direito Administrativo,10.08.22.01,4,Do Provimento e da Vacância (arts. 8º a 50 da Lei nº 6.677/1994,15,15
Direito Administrativo,10.08.22.01.01,5,Do Provimento (arts. 8º a 43 da Lei nº 6.677/1994),15,15
Direito Administrativo,10.08.22.02,4,"Dos Direitos, Vantagens e Benefícios (arts. 51 a 174 da Lei nº 6.677/1994)",6,6
Direito Administrativo,10.08.22.02.01,5,Do Vencimento e da Remuneração (arts. 51 a 60 da Lei nº 6.677/1994),1,1
Direito Administrativo,10.08.22.02.02,5,Das Vantagens (arts. 61 a 92 da Lei nº 6.677/1994),1,1
Direito Administrativo,10.08.22.02.03,5,Das Férias (arts. 93 a 97 da Lei nº 6.677/1994),2,2
Direito Administrativo,10.08.22.02.04,5,Dos Benefícios (arts. 120 a 162 da Lei nº 6.677/1994),2,2
Direito Administrativo,10.08.22.03,4,Do Regime Disciplinar (arts. 175 a 203 da Lei nº 6.677/1994),15,15
Direito Administrativo,10.08.22.03.01,5,Dos Deveres (art. 175 da Lei nº 6.677/1994),3,3
Direito Administrativo,10.08.22.03.02,5,Das Proibições (art. 176 da Lei nº 6.677/1994),1,1
Direito Administrativo,10.08.22.03.03,5,Da Acumulação (arts. 177 a 180 da Lei nº 6.677/1994),2,2
Direito Administrativo,10.08.22.03.04,5,Das Responsabilidades (arts. 181 a 186 da Lei nº 6.677/1994),6,6
Direito Administrativo,10.08.22.03.05,5,Das Penalidades (arts. 187 a 203 da Lei nº 6.677/1994),3,3
Direito Administrativo,10.08.22.04,4,Do Processo Administrativo Disciplinar (arts. 204 a 251 da Lei nº 6.677/1994),8,8
Direito Administrativo,10.08.22.04.01,5,Disposições Gerais (arts. 204 a 207 da Lei nº 6.677/1994),5,5
Direito Administrativo,10.08.22.04.02,5,Do Processo Disciplinar (arts. 209 a 251 da Lei nº 6.677/1994),3,3
Direito Administrativo,10.08.23,3,Lei nº 6.745/1985 - Estatuto dos Servidores de SC,7,7
Direito Administrativo,10.08.23.01,4,Disposições Iniciais (arts. 1º a 4º da Lei nº 6.745/1985),1,1
Direito Administrativo,10.08.23.02,4,Da Admissão ao Serviço Público (arts. 5º  a 16 da Lei nº 6.745/1985),4,4
Direito Administrativo,10.08.23.03,4,"Do Exercício, da Lotação e da Remoção (arts. 17 a 41 da Lei nº 6.745/1985)",1,1
Direito Administrativo,10.08.23.04,4,Dos Direitos (arts. 42 a 127 da Lei nº 6.745/1985),1,1
Direito Administrativo,10.08.24,3,Lei nº 9.826/1974 - Estatuto dos Servidores do CE,42,42
Direito Administrativo,10.08.24.01,4,Do Regime Jurídico do Funcionário (arts. 1º a 5º da Lei nº 9.826/1974),1,1
Direito Administrativo,10.08.24.02,4,Do Provimento dos Cargos (arts. 6º a 61 da Lei nº 9.826/1974),13,13
Direito Administrativo,10.08.24.03,4,Da Extinção e da Suspensão do Vínculo Funcional (arts. 62 a 66 da Lei nº 9.826/1974),1,1
Direito Administrativo,10.08.24.04,4,"Dos Direitos, Vantagens e Autorizações (arts. 67 a 149 da Lei nº 9.826/1974)",11,11
Direito Administrativo,10.08.24.05,4,Do Regime Disciplinar (arts. 174 a 233 da Lei nº 9.826/1974),16,16
Direito Administrativo,10.08.25,3,Lei Complementar nº 10.098/1994 - Estatuto dos Servidores do RS,9,9
Direito Administrativo,10.08.25.01,4,Das Disposições Preliminares (ars. 1º a 9º da LC nº 10.098/1994),1,1
Direito Administrativo,10.08.25.02,4,"Do Provimento, Promoção, Vacância, Remoção e Redistribuição (ars. 10 a 61 da LC nº 10.098/1994)",5,5
Direito Administrativo,10.08.25.03,4,Dos Direitos e Vantagens (ars. 62 a 176 da LC nº 10.098/1994),3,3
Direito Administrativo,10.08.25.03.01,5,Das Férias (arts. 67 a 77 da LC nº 10.098/1994),1,1
Direito Administrativo,10.08.25.03.02,5,Do Vencimento e da Remuneração (arts. 78 a 84 da LC nº 10.098/1994),1,1
Direito Administrativo,10.08.25.03.03,5,Das Vantagens (arts. 85 a 122 da LC nº 10.098/1994),1,1
Direito Administrativo,10.08.26,3,Lei nº 20.756/2020 - Estatuto dos Servidores de GO,4,4
Direito Administrativo,10.08.26.01,4,Dos Cargos Públicos e das Funções de Confiança (arts. 5º a 87 da Lei nº 20.756/2020),3,3
Direito Administrativo,10.08.26.01.01,5,Do Provimento (arts. 5º a 57 da Lei nº 20.756/2020),3,3
Direito Administrativo,10.08.26.02,4,Do Regime Disciplinar (arts. 192 a 211 da Lei nº 20.756/2020),1,1
Direito Administrativo,10.08.26.02.01,5,Das Responsabilidades (arts. 206 a 211 da Lei nº 20.756/2020),1,1
Direito Administrativo,10.09,2,Estatutos dos Servidores Públicos Municipais,107,107
Direito Administrativo,10.09.01,3,Disposições Gerais (Servidores Municipais),3,3
Direito Administrativo,10.09.02,3,Formas de Provimento (Servidores Municipais),43,43
Direito Administrativo,10.09.03,3,Vacância (Servidores Municipais),1,1
Direito Administrativo,10.09.04,3,Estabilidade e Estágio Probatório (Servidores Municipais),2,2
Direito Administrativo,10.09.05,3,Aposentadoria e Seguridade (Servidores Municipais),2,2
Direito Administrativo,10.09.06,3,Direitos e Vantagens (Servidores Municipais),15,15
Direito Administrativo,10.09.07,3,"Licenças, Afastamentos e Concessões (Servidores Municipais)",13,13
Direito Administrativo,10.09.08,3,Regime Disciplinar (Servidores Municipais),12,12
Direito Administrativo,10.09.09,3,Processo Disciplinar (Servidores Municipais),5,5
Direito Administrativo,10.09.10,3,Tópicos Mesclados de Estatuto de Servidores Municipais,11,11
Direito Administrativo,10.10,2,Decreto nº 7.203/2010 - Nepotismo,5,5
Direito Administrativo,10.11,2,Lei nº 8.745/1993 - Contratação Temporária,2,2
Direito Administrativo,10.12,2,Tópicos Mesclados de Agentes Públicos,84,84
Direito Administrativo,11,1,Improbidade Administrativa,1091,1091
Direito Administrativo,11.01,2,Lei nº 8.429/1992 - Sanções Aplicáveis em Virtude da PRática de Atos de Improbidade Administrativa,1091,1091
Direito Administrativo,11.01.01,3,Das Disposições Gerais (arts. 1º a 8º-A da Lei nº 8.429/1992),242,242
Direito Administrativo,11.01.02,3,Dos Atos de Improbidade (arts. 9º a 11 da Lei nº 8.429/1992),391,391
Direito Administrativo,11.01.03,3,Das Penas (art. 12 da Lei nº 8.429/1992),116,116
Direito Administrativo,11.01.04,3,Da Declaração de Bens (art. 13 da Lei nº 8.429/1992),28,28
Direito Administrativo,11.01.05,3,Do Procedimento Administrativo e do Processo Judicial (arts. 14 a 18-A da Lei nº 8.429/1992),131,131
Direito Administrativo,11.01.06,3,Das Disposições Penais (arts. 19 a 22 da Lei nº 8.429/1992),54,54
Direito Administrativo,11.01.07,3,Da Prescrição (arts. 23 a 23-C da Lei nº 8.429/1992),40,40
Direito Administrativo,11.01.08,3,Tópicos Mesclados de Improbidade Administrativa (Lei nº 8.429/1992),89,89
Direito Administrativo,12,1,Processo Administrativo,879,879
Direito Administrativo,12.01,2,Processo Administrativo Federal (Lei 9.784/1999),839,839
Direito Administrativo,12.01.01,3,"Disposições Gerais, Direitos e Deveres do Administrado (arts. 1º a 4º da Lei nº 9.784/1999)",168,168
Direito Administrativo,12.01.02,3,Trâmite do Processo (arts. 5º a 10 e 29 a 50 da Lei nº 9.784/1999),152,152
Direito Administrativo,12.01.03,3,Da Competência (arts. 11 a 17 da Lei nº 9.784/1999),160,160
Direito Administrativo,12.01.04,3,Dos Impedimentos e da Suspeição (arts. 18 a 21 da Lei nº 9.784/1999),42,42
Direito Administrativo,12.01.05,3,"Forma, Tempo e Lugar dos Atos do Processo (arts. 22 a 25 da Lei nº 9.784/1999)",25,25
Direito Administrativo,12.01.06,3,Da Comunicação dos Atos (arts. 26 a 28 da Lei nº 9.784/1999),25,25
Direito Administrativo,12.01.07,3,Da Desistência e Outros Casos de Extinção do Processo (arts. 51 e 52 da Lei nº 9.784/1999),13,13
Direito Administrativo,12.01.08,3,"Da Anulação, Revogação e Convalidação (arts. 53 a 55 da Lei nº 9.784/1999)",55,55
Direito Administrativo,12.01.09,3,Do Recurso Administrativo e da Revisão (arts. 56 a 65 da Lei nº 9.784/1999),125,125
Direito Administrativo,12.01.10,3,Dos Prazos e das Sanções (arts. 66 a 68 da Lei nº 9.784/1999),12,12
Direito Administrativo,12.01.11,3,Das Disposições Finais (arts. 69 e 70 da Lei nº 9.784/1999),9,9
Direito Administrativo,12.01.12,3,Tópicos Mesclados da Lei nº 9.784/1999,53,53
Direito Administrativo,12.02,2,Processo Administrativo Estadual,34,34
Direito Administrativo,12.02.01,3,Lei Complementar Estadual nº 303/2005 - Processo Administrativo (RN),5,5
Direito Administrativo,12.02.02,3,Lei Estadual nº 2.794/2003 - Processo Administrativo (AM),2,2
Direito Administrativo,12.02.03,3,Lei Distrital nº 2.834/2001 - Processo Administrativo (DF),3,3
Direito Administrativo,12.02.04,3,Lei Estadual nº 5.427/2009 - Processo Administrativo (RJ),4,4
Direito Administrativo,12.02.05,3,Lei Estadual nº 7.692/2002 - Processo Administrativo (MT),1,1
Direito Administrativo,12.02.06,3,Lei Estadual nº 8.972/2020 - Processo Administrativo (PA),3,3
Direito Administrativo,12.02.07,3,Lei Estadual nº 11.781/2000 - Processo Administrativo (PE),10,10
Direito Administrativo,12.02.08,3,Lei Estadual nº 12.209/2011 - Processo Administrativo (BA),5,5
Direito Administrativo,12.02.09,3,Lei Estadual nº 20.656/2021 - Processo Administrativo (PR),1,1
Direito Administrativo,12.02.09.01,4,Normas Gerais Aplicáveis aos Processos Administrativos (arts. 8º a 89 da Lei Estadual nº 20.656/2021),1,1
Direito Administrativo,12.02.09.01.01,5,Da Competência (arts. 15 a 20 da Lei Estadual nº 20.656/2021),1,1
Direito Administrativo,12.03,2,Processo Administrativo Municipal (Leis Municipais),3,3
Direito Administrativo,12.04,2,Decreto nº 8.539/2015 - Uso do Meio Eletrônico para a Realização do Processo Administrativo,3,3
Direito Administrativo,13,1,Licitações e Contratos Administrativos - Lei nº 14.133/2021,4955,4955
Direito Administrativo,13.01,2,"Do Âmbito de Aplicação, Definições e Agentes Públicos (arts. 1º a 4º, 6º a 10 da Lei nº 14.133/2021)",771,771
Direito Administrativo,13.02,2,Princípios (art. 5º da Lei nº 14.133/2021),153,153
Direito Administrativo,13.03,2,Licitações (arts. 11 a 88 da Lei nº 14.133/2021),2366,2366
Direito Administrativo,13.03.01,3,"Objetivos, Fases e Formalidades (arts. 11 a 17 da Lei nº 14.133/2021)",97,97
Direito Administrativo,13.03.02,3,Instrução do Processo Licitatório (arts. 18 a 27 da Lei nº 14.133/2021),101,101
Direito Administrativo,13.03.03,3,Modalidades de Licitação (arts. 28 a 32 da Lei nº 14.133/2021),663,663
Direito Administrativo,13.03.04,3,Critérios de Julgamento (arts. 33 a 39 da Lei nº 14.133/2021),105,105
Direito Administrativo,13.03.05,3,"Disposições Setoriais, Compras, Serviços (arts. 40 a 52 da Lei nº 14.133/2021)",51,51
Direito Administrativo,13.03.06,3,Divulgação do Edital de Licitação (arts. 53 a 54 da Lei nº 14.133/2021),16,16
Direito Administrativo,13.03.07,3,"Fases da Licitação - Julgamento, Habilitação e Encerramento (arts. 55 a 71 da Lei nº 14.133/2021)",517,517
Direito Administrativo,13.03.08,3,"Contratação Direta, Inexigibilidade e Dispensa (arts. 72 a 75 da Lei nº 14.133/2021)",699,699
Direito Administrativo,13.03.09,3,Alienações (arts. 76 a 77 da Lei nº 14.133/2021),87,87
Direito Administrativo,13.03.10,3,Instrumentos Auxiliares (arts. 78 a 88 da Lei nº 14.133/2021),30,30
Direito Administrativo,13.04,2,Contratos Administrativos (arts. 89 a 154 da Lei nº 14.133/2021),1255,1255
Direito Administrativo,13.04.01,3,Conceitos e Características dos Contratos Administrativos. Formalização dos Contratos (arts. 89 a 95 da Lei nº 14.133/2021),321,321
Direito Administrativo,13.04.02,3,Garantias (arts. 96 a 102 da Lei nº 14.133/2021),68,68
Direito Administrativo,13.04.03,3,Alocação de Riscos (art. 103 da Lei nº 14.133/2021),1,1
Direito Administrativo,13.04.04,3,Prerrogativas da Administração (art. 104 da Lei nº 14.133/2021),37,37
Direito Administrativo,13.04.05,3,Duração dos Contratos (arts. 105 a 114 da Lei nº 14.133/2021),113,113
Direito Administrativo,13.04.06,3,Execução dos Contratos (arts. 115 a art. 123 da Lei nº 14.133/2021),242,242
Direito Administrativo,13.04.07,3,Alteração dos Contratos e dos Preços (art. 124 a 136 da Lei nº 14.133/2021),237,237
Direito Administrativo,13.04.08,3,Hipóteses de Extinção dos Contratos (arts. 137 a 139 da Lei nº 14.133/2021),190,190
Direito Administrativo,13.04.09,3,Recebimento do Objeto do Contrato (art. 140 da Lei nº 14.133/2021),25,25
Direito Administrativo,13.04.10,3,Pagamentos (arts. 141 a 146 da Lei nº 14.133/2021),10,10
Direito Administrativo,13.04.11,3,Nulidade dos Contratos (arts. 147 a 150 da Lei nº 14.133/2021),7,7
Direito Administrativo,13.04.12,3,Meios Alternativos de Resolução de Controvérsias (arts. 151 a 154 da Lei nº 14.133/2021),4,4
Direito Administrativo,13.05,2,Irregularidades (arts. 155 a 173 da Lei nº 14.133/2021),178,178
Direito Administrativo,13.05.01,3,Infrações e Sanções Administrativas (arts. 155 a 163 da Lei nº 14.133/2021),102,102
Direito Administrativo,13.05.02,3,"Impugnações, Pedidos de Esclarecimento e Recursos (arts. 164 a 168 da Lei nº 14.133/2021)",48,48
Direito Administrativo,13.05.03,3,Controle das Contratações (arts. 169 a 173 da Lei nº 14.133/2021),28,28
Direito Administrativo,13.06,2,Disposições Gerais (arts. 174 a 194 da Lei nº 14.133/2021),26,26
Direito Administrativo,13.06.01,3,Portal Nacional de Contratações Públicas - PNCP (arts. 174 a 176 da Lei nº 14.133/2021),3,3
Direito Administrativo,13.06.02,3,Alterações Legislativas (arts. 177 a 180 da Lei nº 14.133/2021),1,1
Direito Administrativo,13.06.03,3,Disposições Transitórias e Finais (arts. 181 a 194 da Lei nº 14.133/2021),22,22
Direito Administrativo,13.07,2,Tópicos Mesclados da Lei nº 14.133/2021,206,206
Direito Administrativo,14,1,Pregão,94,94
Direito Administrativo,14.01,2,Decreto nº 10.024/2019 - Pregão Eletrônico,79,79
Direito Administrativo,14.02,2,Decreto nº 3.555/2000 - Pregão,15,15
Direito Administrativo,15,1,Legislação Estadual sobre Licitações,38,38
Direito Administrativo,15.01,2,Legislação sobre Licitações do Estado do Acre (AC),4,4
Direito Administrativo,15.02,2,Legislação sobre Licitações do Estado da Bahia (BA),11,11
Direito Administrativo,15.02.01,3,Lei Estadual nº 9.433/2005 - Licitações e Contratos Administrativos (BA),11,11
Direito Administrativo,15.03,2,Legislação sobre Licitações do Estado do Ceará (CE),5,5
Direito Administrativo,15.03.01,3,Lei Estadual nº 14.391/2009 - Normas para Licitação e Contratação de Parcerias Público-Privadas (CE),1,1
Direito Administrativo,15.03.02,3,"Decreto Estadual nº 35.283/2023 - Regulamenta a Lei Federal nº 14.133/2021, para Dispor sobre o Estudo Técnico Preliminar e o Termo de Referência (CE)",1,1
Direito Administrativo,15.03.03,3,"Decreto Estadual nº 35.322/2023 - Regulamenta, no Âmbito da Administração Pública Estadual, o Sistema de Compras (CE)",3,3
Direito Administrativo,15.04,2,Legislação sobre Licitações do Distrito Federal (DF),11,11
Direito Administrativo,15.04.01,3,Lei Distrital nº 6.112/2018 - Programa de Integridade em Pessoas Jurídicas (DF) ,1,1
Direito Administrativo,15.04.02,3,Decreto Distrital nº 26.851/2006 - Aplicação de Sanções Administrativas das Leis 8.666 e 10.520 (DF),1,1
Direito Administrativo,15.04.03,3,Decreto Distrital nº 39.103/2018 - Regulamenta o Sistema de Registro de Preços (DF),6,6
Direito Administrativo,15.04.04,3,Decreto Distrital nº 39.978/2019 - Contratação de Serv. Públicos sob o Regime de Exec. Indireta (DF),1,1
Direito Administrativo,15.04.05,3,"Decreto Distrital nº 44.330/2023 - Regulamenta a Lei Federal nº 14.133/2021 no âmbito da Administração Pública Direta, Autárquica e Fundacional do Distrito Federal",2,2
Direito Administrativo,15.05,2,Legislação sobre Licitações do Estado do Espírito Santo (ES),2,2
Direito Administrativo,15.06,2,Legislação sobre Licitações do Estado do Paraná (PR),3,3
Direito Administrativo,15.06.01,3,"Lei Estadual nº 15.608/2007 - Normas sobre Licitações, Contratos Administrativos e Convênios (PR)",2,2
Direito Administrativo,15.06.02,3,Lei Estadual nº 17.046/2012 - Normas para a Contratação de Parceria Público-Privada no Âmbito da Administração Pública Estadual (PR),1,1
Direito Administrativo,15.07,2,Legislação sobre Licitações do Estado de Pernambuco (PE),1,1
Direito Administrativo,15.08,2,Legislação sobre Licitações do Estado de São Paulo (SP),1,1
Direito Administrativo,15.08.01,3,Lei Estadual nº 6.544/1989 - Estatuto Jurídico das Licitações e Contratos (SP),1,1
Direito Administrativo,16,1,Legislação Esparsa sobre Licitações,435,435
Direito Administrativo,16.01,2,SICAF,15,15
Direito Administrativo,16.02,2,Pesquisa de Preços e Cotação Eletrônica,7,7
Direito Administrativo,16.03,2,Lei nº 8.248/1991 - Capacitação e Competitividade do Setor de Informática e Automação,8,8
Direito Administrativo,16.04,2,Lei nº 10.191/2001 - Licitação de Produtos e Serviços no Âmbito do Ministério da Saúde,10,10
Direito Administrativo,16.05,2,Lei nº 12.232/2010 - Licitação para Serviços de Publicidade,2,2
Direito Administrativo,16.06,2,Lei nº 13.303/2016 - Das Licitações (arts. 28 a 90),74,74
Direito Administrativo,16.07,2,Lei nº 13.334/2016 e Lei nº 13.448/2017 - Programa de Parceria de Investimentos (PPI),1,1
Direito Administrativo,16.08,2,Decreto nº 2.271/1997 - Contratação de Serviços,29,29
Direito Administrativo,16.09,2,Decreto nº 2.745/1998 - Licitação Simplificada da PETROBRÁS,18,18
Direito Administrativo,16.10,2,Decreto nº 7.174/2010 - Contratação de Bens e Serviços de Informática,22,22
Direito Administrativo,16.11,2,Decreto nº 7.746/2012 - CISAP,6,6
Direito Administrativo,16.12,2,Decreto nº 7.983/2013 - Orçamento de Referência de Obras e Serviços de Engenharia,28,28
Direito Administrativo,16.13,2,"Decreto nº 8.538/2015 - Tratamento Favorecido, Diferenciado e Simplificado",1,1
Direito Administrativo,16.14,2,Decreto nº 9.507/2018 - Execução Indireta de Serviços da Administração Pública Federal,9,9
Direito Administrativo,16.15,2,Decreto nº 10.947/2022 - Plano de Contratações Anual e Sistema de Planejamento e Gerenciamento de Contratações,4,4
Direito Administrativo,16.16,2,Decreto nº 11.462/2023 - Sistema de Registro de Preços (SRP),126,126
Direito Administrativo,16.17,2,Instrução Normativa nº 5/2017 (antiga IN nº 2/2008) - Regras e Diretrizes do Procedimento de Contratação de Serviços sob o Regime de Execução Indireta no âmbito da Administração Pública Federal,45,45
Direito Administrativo,16.18,2,"IN SEGES/ME nº 67/2021 - Dispensa de Licitação, na Forma Eletrônica, de que Trata a Lei nº 14.133/2021, e Institui o Sistema de Dispensa Eletrônica",2,2
Direito Administrativo,16.19,2,"Portaria SEGES/ME nº 8.678/2021 - Governança das Contratações Públicos no Âmbito da Administração Pública Federal Direta, Autárquica e Fundacional",1,1
Direito Administrativo,16.20,2,"Regulamentos de Licitações e Contratos de Outras Entidades (SEBRAE, ABDI, Telebras, etc.)",21,21
Direito Administrativo,16.21,2,Legislação Municipal sobre Licitações (Leis Municipais),5,5
Direito Administrativo,16.22,2,Outros Normativos sobre Licitações,1,1
Direito Administrativo,17,1,Intervenção do Estado na Propriedade Privada,480,480
Direito Administrativo,17.01,2,Servidões Administrativas,39,39
Direito Administrativo,17.02,2,Requisição da Propriedade Privada,31,31
Direito Administrativo,17.03,2,Ocupação Provisória,10,10
Direito Administrativo,17.04,2,Limitações Administrativas (Intervenção da Propriedade),19,19
Direito Administrativo,17.05,2,Tombamento - Conceitos e Decreto-Lei nº 25/1937,106,106
Direito Administrativo,17.06,2,Desapropriação,233,233
Direito Administrativo,17.07,2,Tópicos Mesclados sobre Intervenção do Estado na Propriedade Privada,42,42
Direito Administrativo,18,1,Prescrição e Coisa Julgada Administrativa,33,33
Direito Administrativo,19,1,Acesso à Informação,399,399
Direito Administrativo,19.01,2,Lei nº 12.527/2011 - Lei de Acesso à Informação,364,364
Direito Administrativo,19.01.01,3,Disposições Gerais (arts. 1º a 5º da Lei nº 12.527/2011),75,75
Direito Administrativo,19.01.02,3,Do Acesso a Informações e da sua Divulgação (arts. 6º a 9º da Lei nº 12.527/2011),69,69
Direito Administrativo,19.01.03,3,Do Procedimento de Acesso à Informação (arts. 10 a 20 da Lei nº 12.527/2011),75,75
Direito Administrativo,19.01.04,3,Das Restrições de Acesso à Informação (arts. 21 a 31 da Lei nº 12.527/2011),99,99
Direito Administrativo,19.01.05,3,Das Responsabilidades (arts. 32 a 34 da Lei nº 12.527/2011),14,14
Direito Administrativo,19.01.06,3,Das Disposições Finais e Transitórias (arts. 35 a 47 da Lei nº 12.527/2011),6,6
Direito Administrativo,19.01.07,3,Tópicos Mesclados da Lei nº 12.527/2011,26,26
Direito Administrativo,19.02,2,Decreto nº 7.724/2012 - Regulamenta a LAI,8,8
Direito Administrativo,19.03,2,Legislação Estadual e Municipal sobre Acesso à Informação,27,27
Direito Administrativo,20,1,Jurisprudência dos Tribunais Superiores em Matéria Administrativa,787,787
Direito Administrativo,20.01,2,Jurisprudência dos Tribunais Superiores sobre Acesso à Informação e Transparência,2,2
Direito Administrativo,20.02,2,Jurisprudência dos Tribunais Superiores sobre Administração Indireta,30,30
Direito Administrativo,20.03,2,Jurisprudência dos Tribunais Superiores sobre Agente Públicos,97,97
Direito Administrativo,20.04,2,Jurisprudência dos Tribunais Superiores sobre Associação e Direito de Greve,12,12
Direito Administrativo,20.05,2,Jurisprudência dos Tribunais Superiores sobre Atos Administrativos,27,27
Direito Administrativo,20.06,2,Jurisprudência dos Tribunais Superiores sobre Bens Públicos,7,7
Direito Administrativo,20.07,2,Jurisprudência dos Tribunais Superiores sobre Concurso Público,34,34
Direito Administrativo,20.08,2,Jurisprudência dos Tribunais Superiores sobre Controle da Administração Pública,54,54
Direito Administrativo,20.09,2,Jurisprudência dos Tribunais Superiores sobre Desapropriação,25,25
Direito Administrativo,20.10,2,Jurisprudência dos Tribunais Superiores sobre Improbidade Administrativa,117,117
Direito Administrativo,20.11,2,Jurisprudência dos Tribunais Superiores sobre Licitações e Contratos Administrativos,42,42
Direito Administrativo,20.12,2,Jurisprudência dos Tribunais Superiores sobre Nepotismo,13,13
Direito Administrativo,20.13,2,Jurisprudência dos Tribunais Superiores sobre Poderes da Administração,21,21
Direito Administrativo,20.14,2,Jurisprudência dos Tribunais Superiores sobre Prescrição e Coisa Julgada Administrativa,5,5
Direito Administrativo,20.15,2,Jurisprudência dos Tribunais Superiores sobre Princípios da Administração,18,18
Direito Administrativo,20.16,2,Jurisprudência dos Tribunais Superiores sobre Processo Administrativo,20,20
Direito Administrativo,20.17,2,Jurisprudência dos Tribunais Superiores sobre Processo Administrativo Disciplinar,42,42
Direito Administrativo,20.18,2,Jurisprudência dos Tribunais Superiores sobre Responsabilidade Civil do Estado,178,178
Direito Administrativo,20.19,2,Jurisprudência dos Tribunais Superiores sobre Serviços Públicos,30,30
Direito Administrativo,20.20,2,Jurisprudência dos Tribunais Superiores sobre Tombamento,2,2
Direito Administrativo,20.21,2,Jurisprudência dos Tribunais Superiores sobre Tópicos Mesclados e Outros Assuntos de DAD,11,11
Direito Administrativo,21,1,Sem Classificação,672,672
Direito Constitucional,,0,Direito Constitucional,14974,14974
Direito Constitucional,01,1,Teoria do Direito Constitucional,1458,1458
Direito Constitucional,01.01,2,Teoria Geral do Direito Constitucional,345,345
Direito Constitucional,01.01.01,3,"Direito Constitucional: Conceito e Fontes. Estado, Povo, Território, etc.",25,25
Direito Constitucional,01.01.02,3,"Formas de Estado e Governo, Sistemas de Governo, Separação de Poderes. Freio e Contrapesos",176,176
Direito Constitucional,01.01.03,3,Constitucionalismo e Neoconstitucionalismo,48,48
Direito Constitucional,01.01.04,3,"Princípios Constitucionais Sensíveis, Estabelecidos e Extensíveis",20,20
Direito Constitucional,01.01.05,3,Histórico das Constituições no Brasil,76,76
Direito Constitucional,01.02,2,"Constituição: Conceito, Estrutura, Supremacia e Classificação",315,315
Direito Constitucional,01.03,2,Eficácia das Normas Constitucionais,264,264
Direito Constitucional,01.04,2,"Poder Constituinte (Originário, Derivado, Reformador, Revisor, Decorrente, etc)",242,242
Direito Constitucional,01.05,2,"Aplicação das Normas Constitucionais no Tempo (Recepção, Repristinação, Desconstitucionalização)",45,45
Direito Constitucional,01.06,2,Métodos e Princípios de Interpretação das Normas Constitucionais,217,217
Direito Constitucional,01.07,2,Simetria Constitucional,30,30
Direito Constitucional,02,1,Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),268,268
Direito Constitucional,03,1,Dos Direitos e Garantias Fundamentais (arts. 5º a 17 da CF/1988),2940,2940
Direito Constitucional,03.01,2,Características (Direitos Fundamentais),145,145
Direito Constitucional,03.02,2,Gerações de Direitos Fundamentais,61,61
Direito Constitucional,03.03,2,Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988) ,1309,1309
Direito Constitucional,03.04,2,"Remédios Constitucionais (art. 5º, LXVIII a LXXIII e LXXVII da CF/1988)",371,371
Direito Constitucional,03.04.01,3,Habeas Corpus,62,62
Direito Constitucional,03.04.02,3,Mandado de Segurança,117,117
Direito Constitucional,03.04.03,3,Mandado de Injunção,47,47
Direito Constitucional,03.04.04,3,Habeas Data,48,48
Direito Constitucional,03.04.05,3,Ação Popular,64,64
Direito Constitucional,03.04.06,3,Questões Mescladas de Remédios Constitucionais,33,33
Direito Constitucional,03.05,2,Dos Direitos Sociais (arts. 6º a 11 da CF/1988),312,312
Direito Constitucional,03.05.01,3,Direitos Sociais e dos Trabalhadores (arts. 6º e 7º da CF/1988),243,243
Direito Constitucional,03.05.02,3,Direitos Coletivos dos Trabalhadores (arts. 8º a 11 da CF/1988),69,69
Direito Constitucional,03.06,2,Da Nacionalidade (arts. 12 e 13 da CF/1988),295,295
